Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
,,,,,,
Test Cases/Request/50AllTicketWithStatusAgency2,,,2019-02-13 17:11:22,2019-02-13 17:11:25,3.198s,FAILED
"a = sendRequest(findTestObject(""Request/50AllTicketWithStatusAgency2""))",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.201s,PASSED
"verifyResponseStatusCode(a, 200)",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.001s,PASSED
"verifyElementPropertyValue(a, ""ObjReturn[0].RequestId"", 13)",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.024s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].AgencyId"", 31)",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.026s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].AgencyName"", ""The Coffee House - Chi nhánh số 1"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.022s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].AgencyAddress"", ""88 Ngô Tất Tố, Quận Bình Thạnh"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.017s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].RequestCategoryId"", 3)",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.014s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].ServiceId"", 1)",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.018s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].ServiceName"", ""WIFI"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.018s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].ServiceItemId"", 7)",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.018s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].ServiceItemName"", ""Wifi mất kết nối"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.018s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].RequestName"", ""The Coffee House - Chi nhánh số 1 - Wifi mất kết nối"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.016s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].RequestDesciption"", ""njnj"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.018s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].AgencyTelephone"", ""0397934468"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.023s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].CreateDate"", ""12:46 17/01/2019"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.013s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].UpdateDate"", ""16:21 17/01/2019"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.014s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].StartTime"", ""10:47 16/01/2019"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.021s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].EndTime"", ""11:46 16/01/2019"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.023s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].RequestStatus"", ""Tạo mới"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.033s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].RequestStatusValue"", 5)",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.042s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].RequestEstimationTime"", ""18:46 17/01/2019"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.024s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].NumberOfTicketDone"", 0)",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.022s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].NumberTicketInProcessing"", 0)",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.094s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].NumberOfTicket"", 1)",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.021s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].ITSupporterName"", ""Đỗ Hoàng Long"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.106s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].ITSupporterPhone"", ""02322205"")",,,2019-02-13 17:11:23,2019-02-13 17:11:23,0.043s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].FeedBack"", ""3eq"")",,,2019-02-13 17:11:23,2019-02-13 17:11:24,0.099s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].Rating"", 2)",,,2019-02-13 17:11:24,2019-02-13 17:11:24,0.065s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].Priority"", ""Trung bình"")",,,2019-02-13 17:11:24,2019-02-13 17:11:24,0.019s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn[0].PriorityValue"", 2)",,,2019-02-13 17:11:24,2019-02-13 17:11:24,0.060s,FAILED
